filename,label
gl_0092_jpg.rf.0afaa197c526e7c2d2c7532cc96888de.jpg,Glioma
gl_0497_jpg.rf.4c25ba69423756154f352e2e56205d53.jpg,Glioma
gl_0192_jpg.rf.93135517bc7620733332dd7b7a8a5762.jpg,Glioma
pi_1796.jpg,Pituitary
pi_1782.jpg,Pituitary
gl_1912.jpg,Glioma
pi_p (412).jpg,Pituitary
no_0546_jpg.rf.df329fec266a1ae756ab0c1aded44c0a.jpg,No_Tumor
me_m3 (33).jpg,Meningioma
pi_1769.jpg,Pituitary
gl_0169_jpg.rf.8ba44cce72a0f47c21ed93e1e5b35b5d.jpg,Glioma
gl_gg (7).jpg,Glioma
me_m2 (33).jpg,Meningioma
gl_gg (666).jpg,Glioma
pi_p (691).jpg,Pituitary
pi_0010_jpg.rf.caed12ef1e5fad2e91a79e5773efc0bb.jpg,Pituitary
gl_gg (236).jpg,Glioma
gl_0438_jpg.rf.bd904968c954c42279381c01a011715d.jpg,Glioma
gl_gg (723).jpg,Glioma
pi_p (384).jpg,Pituitary
pi_1033.jpg,Pituitary
no_0098_jpg.rf.424d9e3ea411e899214f97c992a49f98.jpg,No_Tumor
pi_1755.jpg,Pituitary
gl_gg (373).jpg,Glioma
no_0037_jpg.rf.2c4cc490d05da6a28e662af1ac2af7ce.jpg,No_Tumor
gl_gg (689).jpg,Glioma
pi_1741.jpg,Pituitary
gl_2566.jpg,Glioma
gl_2200.jpg,Glioma
pi_1027.jpg,Pituitary
no_0442_jpg.rf.bf9322aaccdcbef60bc2ad5e0395f35e.jpg,No_Tumor
pi_0483_jpg.rf.a430ab76b91c896182db58cdadd7e0b9.jpg,Pituitary
no_image_27.jpg,No_Tumor
me_image(64).jpg,Meningioma
pi_0022_jpg.rf.bd23b641bd83b0e0236c77cc7a01bd2a.jpg,Pituitary
pi_0178_jpg.rf.40092dfe7f63c127baee62fa78c8da74.jpg,Pituitary
me_0039_jpg.rf.e87554a9b91b3f0ba69672f6964b60a9.jpg,Meningioma
pi_image(22).jpg,Pituitary
gl_2957.jpg,Glioma
pi_p (500).jpg,Pituitary
gl_0520_jpg.rf.572925b06c4a19f540db8be24cd5dd71.jpg,Glioma
pi_p (150).jpg,Pituitary
gl_0277_jpg.rf.32321fa232a1fb1b7f6c2a180e629ac6.jpg,Glioma
gl_760.jpg,Glioma
no_0202_jpg.rf.ba8fcaa64ecc744e49afe87a48e215d8.jpg,No_Tumor
gl_image(49).jpg,Glioma
gl_gg (518).jpg,Glioma
pi_p (445).jpg,Pituitary
gl_748.jpg,Glioma
gl_0313_jpg.rf.7853e11ecfa27fdd55786ab5d6bd61df.jpg,Glioma
no_0038_jpg.rf.0fff4367d0be1707fcac35b285e74219.jpg,No_Tumor
me_589.jpg,Meningioma
no_image_226.jpg,No_Tumor
gl_2994.jpg,Glioma
gl_gg (261).jpg,Glioma
pi_0464_jpg.rf.6b6a6125eb6096f5497568a1e6542683.jpg,Pituitary
gl_gg (631).jpg,Glioma
me_204.jpg,Meningioma
pi_p (296).jpg,Pituitary
pi_0595_jpg.rf.1e828d9703a848e7b6da5ce0489a8628.jpg,Pituitary
me_0292_jpg.rf.8d01c9ab6104e0cbfe5ee4004309cf4a.jpg,Meningioma
me_m3 (64).jpg,Meningioma
gl_2758.jpg,Glioma
gl_2980.jpg,Glioma
no_0316_jpg.rf.f2180966ba722a42711fc362018d5534.jpg,No_Tumor
gl_0195_jpg.rf.b6b1cc02e18eb36bba927345e5c9d5e0.jpg,Glioma
pi_1557.jpg,Pituitary
me_238.jpg,Meningioma
pi_1231.jpg,Pituitary
gl_2016.jpg,Glioma
pi_p (783).jpg,Pituitary
gl_0341_jpg.rf.9464a808dd74014126c64a375d6aa4ec.jpg,Glioma
pi_1225.jpg,Pituitary
gl_gg (324).jpg,Glioma
pi_p (279).jpg,Pituitary
gl_2002.jpg,Glioma
gl_2764.jpg,Glioma
pi_1543.jpg,Pituitary
gl_0422_jpg.rf.557894b105972e47c2e02ecb9f5c3ccf.jpg,Glioma
no_0360_jpg.rf.3e21e2d9e7c21247f45f15f1dd4f7bca.jpg,No_Tumor
no_0030_jpg.rf.a14d3743265819dd17248d9f95732a61.jpg,No_Tumor
me_m2 (109).jpg,Meningioma
pi_0223_jpg.rf.a968df625035470200fb121c9fd9100a.jpg,Pituitary
me_m (96).jpg,Meningioma
gl_gg (703).jpg,Glioma
pi_0525_jpg.rf.0373157db24270b1dd56e4895f89bd4e.jpg,Pituitary
no_0195_jpg.rf.d71b760d38fd76a869980b3ef3416c3a.jpg,No_Tumor
gl_2014.jpg,Glioma
pi_1233.jpg,Pituitary
pi_1555.jpg,Pituitary
gl_789.jpg,Glioma
gl_gg (64).jpg,Glioma
me_0465_jpg.rf.e78120ea0e3b851dc505f19a22e3e7c6.jpg,Meningioma
pi_1541.jpg,Pituitary
gl_2766.jpg,Glioma
gl_2000.jpg,Glioma
pi_1227.jpg,Pituitary
pi_0182_jpg.rf.f53b0222a1988f1a27932945119ad452.jpg,Pituitary
gl_0206_jpg.rf.220ed6086f0c97be8e27554d2289c636.jpg,Glioma
me_image(44).jpg,Meningioma
me_206.jpg,Meningioma
me_0074_jpg.rf.ad073b7d1aa77ac015aeec92d03e2bc5.jpg,Meningioma
no_image(28).jpg,No_Tumor
me_0213_jpg.rf.bdebde80402b261139caf690818c55d7.jpg,Meningioma
me_m3 (13).jpg,Meningioma
me_560.jpg,Meningioma
pi_1569.jpg,Pituitary
me_0298_jpg.rf.ea8e9806df30ea5f4978b97216847e6b.jpg,Meningioma
me_574.jpg,Meningioma
gl_2982.jpg,Glioma
me_0533_jpg.rf.8689f4a20162bac6ede906d1ca41e3f6.jpg,Meningioma
me_m2 (13).jpg,Meningioma
me_0206_jpg.rf.20b7176aefca73fc7cb5883dca88d0f3.jpg,Meningioma
me_m (79).jpg,Meningioma
gl_gg (216).jpg,Glioma
pi_0434_jpg.rf.1e17aa083787d385842013ffb4f76eb3.jpg,Pituitary
pi_1596.jpg,Pituitary
gl_2969.jpg,Glioma
gl_0421_jpg.rf.01fe6411998380f0e8e9130be263a7e4.jpg,Glioma
pi_1582.jpg,Pituitary
no_image_224.jpg,No_Tumor
pi_p (598).jpg,Pituitary
me_0363_jpg.rf.834f7ddd314a4290bda66e11d6740879.jpg,Meningioma
gl_0062_jpg.rf.cba5b245f2bbf273efcd7f5b394a598e.jpg,Glioma
pi_p (6).jpg,Pituitary
pi_p (432).jpg,Pituitary
me_0472_jpg.rf.d67e1aeb907c4855ed4d93ed8aab8a63.jpg,Meningioma
pi_p (127).jpg,Pituitary
gl_gg (580).jpg,Glioma
me_m1(94).jpg,Meningioma
gl_2955.jpg,Glioma
me_m3 (142).jpg,Meningioma
gl_776.jpg,Glioma
pi_p (824).jpg,Pituitary
gl_762.jpg,Glioma
gl_2799.jpg,Glioma
no_image_218.jpg,No_Tumor
gl_0452_jpg.rf.263a773d71ab2e17e79e7d07a59f21c7.jpg,Glioma
gl_2941.jpg,Glioma
gl_0199_jpg.rf.696adf593b227cd5cd7e6c8196103c55.jpg,Glioma
gl_0030_jpg.rf.5538d2718fe6ae5c4b906e6e1a9ac78e.jpg,Glioma
gl_0387_jpg.rf.478da82c769108a3a3b189a29853aa26.jpg,Glioma
me_image(13).jpg,Meningioma
gl_2570.jpg,Glioma
pi_1757.jpg,Pituitary
no_image(90).jpg,No_Tumor
me_0295_jpg.rf.b592ddf3d8fa55ded17be074cde3ca02.jpg,Meningioma
gl_gg (33).jpg,Glioma
no_image_31.jpg,No_Tumor
no_0372_jpg.rf.8ea3d7caa44dade32612b2eb065e8932.jpg,No_Tumor
pi_1025.jpg,Pituitary
pi_0207_jpg.rf.a4f447e9c475cdb1d53061fbba3bcd00.jpg,Pituitary
gl_gg (304).jpg,Glioma
pi_1743.jpg,Pituitary
gl_gg (241).jpg,Glioma
gl_gg (611).jpg,Glioma
gl_0157_jpg.rf.65c29283214f67758583d2e4abe8b896.jpg,Glioma
me_m2 (44).jpg,Meningioma
no_image_19.jpg,No_Tumor
me_m3 (44).jpg,Meningioma
pi_0509_jpg.rf.7d9613f2fa8bb734154d755f3e5574fa.jpg,Pituitary
gl_gg (538).jpg,Glioma
gl_image(69).jpg,Glioma
pi_1794.jpg,Pituitary
gl_1904.jpg,Glioma
me_0310_jpg.rf.6da45479870af79a1ec520bc7539d65e.jpg,Meningioma
gl_gg (168).jpg,Glioma
gl_1910.jpg,Glioma
gl_0382_jpg.rf.445bf028427ae31f0a09ca4e9be1e4f9.jpg,Glioma
pi_1780.jpg,Pituitary
gl_0113_jpg.rf.0ba49df9ea54d80d0e6e740382e45de6.jpg,Glioma
gl_0091_jpg.rf.a6f211bcde3586777e7d92f19fb20854.jpg,Glioma
gl_0040_jpg.rf.9576377d5732b74ed7220e7577ef8780.jpg,Glioma
pi_p (83).jpg,Pituitary
gl_1938.jpg,Glioma
gl_gg (187).jpg,Glioma
pi_p (520).jpg,Pituitary
gl_image(86).jpg,Glioma
me_m1(144).jpg,Meningioma
pi_p (170).jpg,Pituitary
gl_gg (742).jpg,Glioma
me_m2 (148).jpg,Meningioma
pi_1623.jpg,Pituitary
gl_2404.jpg,Glioma
gl_gg (312).jpg,Glioma
gl_2362.jpg,Glioma
pi_0626_jpg.rf.99cf22f347bba669ce80798145b993aa.jpg,Pituitary
me_m (192).jpg,Meningioma
gl_gg (25).jpg,Glioma
gl_2376.jpg,Glioma
pi_1151.jpg,Pituitary
me_158.jpg,Meningioma
no_image_191.jpg,No_Tumor
pi_1637.jpg,Pituitary
no_image(86).jpg,No_Tumor
gl_2410.jpg,Glioma
pi_0635_jpg.rf.0afe215f50c176d2526e170c14aa41b8.jpg,Pituitary
no_image(69).jpg,No_Tumor
gl_0173_jpg.rf.5990a50534b3be99f14cda06156cf542.jpg,Glioma
gl_2438.jpg,Glioma
me_m3 (52).jpg,Meningioma
me_170.jpg,Meningioma
gl_3040.jpg,Glioma
me_m2 (52).jpg,Meningioma
gl_3054.jpg,Glioma
gl_gg (607).jpg,Glioma
me_0081_jpg.rf.18939e2b4906772cb5171f04acb5c375.jpg,Meningioma
me_m (38).jpg,Meningioma
me_602.jpg,Meningioma
me_0203_jpg.rf.0daeadb140fad12f1d2144a091b7c8d1.jpg,Meningioma
no_image_146.jpg,No_Tumor
pi_1838.jpg,Pituitary
no_0115_jpg.rf.f627356cb4c722464ca3c7fdd6bd1d9f.jpg,No_Tumor
pi_1186.jpg,Pituitary
gl_gg (484).jpg,Glioma
me_11.jpg,Meningioma
gl_1864.jpg,Glioma
pi_p (166).jpg,Pituitary
no_0467_jpg.rf.0114a50dd612c9fd36909d19530b4b2d.jpg,No_Tumor
me_m1(152).jpg,Meningioma
pi_1804.jpg,Pituitary
me_39.jpg,Meningioma
gl_gg (191).jpg,Glioma
pi_p (95).jpg,Pituitary
gl_0368_jpg.rf.c2861cf897f928f70b3fd70ed8cd8803.jpg,Glioma
gl_1858.jpg,Glioma
gl_2389.jpg,Glioma
pi_1810.jpg,Pituitary
no_0221_jpg.rf.4a29dc5380fc0ff02d7980a4c7ec6d51.jpg,No_Tumor
no_0513_jpg.rf.3ca32b101ffee9f595fb3bfcfbf60a97.jpg,No_Tumor
no_0026_jpg.rf.c85f9a47dd830bf37ae7bdcf3efe70a1.jpg,No_Tumor
me_image(52).jpg,Meningioma
pi_1347.jpg,Pituitary
gl_2160.jpg,Glioma
pi_1421.jpg,Pituitary
me_428.jpg,Meningioma
gl_825.jpg,Glioma
gl_gg (72).jpg,Glioma
gl_2612.jpg,Glioma
pi_p (218).jpg,Pituitary
pi_1353.jpg,Pituitary
pi_0561_jpg.rf.f06351b534e6c9790c5cd5e1e5cfcfc0.jpg,Pituitary
gl_0482_jpg.rf.ff5daf0d84f8d3b9ab943a18e964cd98.jpg,Glioma
me_m (80).jpg,Meningioma
me_372.jpg,Meningioma
me_0322_jpg.rf.29c20906ecbd29e1c6875e5a467a0ac2.jpg,Meningioma
gl_gg (650).jpg,Glioma
gl_819.jpg,Glioma
me_400.jpg,Meningioma
pi_image(7).jpg,Pituitary
pi_920.jpg,Pituitary
me_366.jpg,Meningioma
gl_2148.jpg,Glioma
pi_1384.jpg,Pituitary
gl_gg (579).jpg,Glioma
pi_p (424).jpg,Pituitary
me_9.jpg,Meningioma
gl_gg (129).jpg,Glioma
pi_713.jpg,Pituitary
gl_2809.jpg,Glioma
pi_1390.jpg,Pituitary
me_399.jpg,Meningioma
pi_image(43).jpg,Pituitary
no_0233_jpg.rf.5790e55b724cbb21153ec93f853a9c98.jpg,No_Tumor
gl_2821.jpg,Glioma
gl_0396_jpg.rf.a08a62cff9c61ff7e71e5710f36fad65.jpg,Glioma
me_m1(82).jpg,Meningioma
me_m1(105).jpg,Meningioma
gl_0019_jpg.rf.4732ed70e1709b18d87e33ed2d3dcf57.jpg,Glioma
gl_gg (596).jpg,Glioma
me_0076_jpg.rf.4b827a8a90fcc82b2ee7f42b49687f0e.jpg,Meningioma
pi_p (131).jpg,Pituitary
gl_2834.jpg,Glioma
me_m (14).jpg,Meningioma
pi_p (776).jpg,Pituitary
gl_0491_jpg.rf.f38b09eff8c1a65f6e109aaa21f6f336.jpg,Glioma
gl_0439_jpg.rf.418bcb24c6252c5955b304f84580cf55.jpg,Glioma
no_image(45).jpg,No_Tumor
gl_2820.jpg,Glioma
me_m3 (91).jpg,Meningioma
me_image(29).jpg,Meningioma
me_0513_jpg.rf.7f1935f823261ee4679a761d331cb1c1.jpg,Meningioma
pi_0423_jpg.rf.2d6480d724ecc1a466c87b0f2074efda.jpg,Pituitary
gl_2808.jpg,Glioma
me_398.jpg,Meningioma
pi_1391.jpg,Pituitary
pi_p (799).jpg,Pituitary
me_m2 (91).jpg,Meningioma
pi_p (263).jpg,Pituitary
no_0312_jpg.rf.696309cf587074c4025066eda2d3bd0c.jpg,No_Tumor
pi_1385.jpg,Pituitary
gl_gg (294).jpg,Glioma
me_m3 (206).jpg,Meningioma
pi_712.jpg,Pituitary
pi_p (633).jpg,Pituitary
gl_0408_jpg.rf.7a26b5ed3d952b9c9c92d4de4eb8d7b0.jpg,Glioma
gl_0401_jpg.rf.4898948fbf99136a6cee9321a4b81952.jpg,Glioma
me_401.jpg,Meningioma
gl_2149.jpg,Glioma
gl_gg (447).jpg,Glioma
gl_0074_jpg.rf.c35d9cc70d822f4fd167dd0a29c79339.jpg,Glioma
me_415.jpg,Meningioma
no_0178_jpg.rf.bda9616741acbefe793d5c5fa23f13ac.jpg,No_Tumor
pi_935.jpg,Pituitary
gl_818.jpg,Glioma
me_0492_jpg.rf.14e5f5583a2c6e824062195c9f3b1540.jpg,Meningioma
